seq,cum_dist,elev,gradient_pct,gradient_smooth,x,y
344,1520.9,87.55077362060547,-566.65,13.71,1570487.656571234,5173364.250549102
345,1525.9,85.64965057373047,-38.02,-50.05,1570482.9156568514,5173362.661923654
346,1530.9,116.1252670288086,609.51,-8.08,1570478.1747424689,5173361.073298206
347,1532.2,120.9236831665039,383.16,25.25,1570476.9873000002,5173360.6754
348,1537.2,112.92244720458984,-160.02,25.84,1570472.5478575742,5173358.375106335
349,1542.2,115.04513549804688,42.45,-24.78,1570468.1084151485,5173356.074812669
350,1547.2,85.14351654052734,-598.03,45.75,1570463.6689727225,5173353.774519004
351,1552.2,102.88003540039062,354.73,68.64,1570459.2295302965,5173351.474225339
352,1557.2,121.9576187133789,381.55,-14.06,1570454.7900878708,5173349.173931673
353,1562.2,121.25889587402344,-13.97,-63.09,1570450.3506454448,5173346.873638008
354,1567.2,87.8934555053711,-667.31,-43.82,1570445.9112030189,5173344.573344342
355,1572.2,98.35490417480469,209.23,-55.8,1570441.4717605931,5173342.273050677
356,1577.2,109.04103088378906,213.72,-3.1,1570437.0323181672,5173339.972757012
357,1582.2,94.0334701538086,-300.15,6.23,1570432.5928757412,5173337.672463346
358,1587.2,86.22643280029297,-156.14,-16.82,1570428.1534333155,5173335.37216968
359,1592.2,88.82112884521484,51.89,-13.92,1570423.7139908895,5173333.071876015
360,1597.2,84.3563232421875,-89.3,41.76,1570419.2745484635,5173330.771582349
361,1602.2,83.44151306152344,-18.3,-70.38,1570414.8351060376,5173328.471288684
362,1607.2,106.30697631835938,457.31,-93.35,1570410.3956636118,5173326.170995018
363,1612.2,112.708740234375,128.04,-31.52,1570405.9562211859,5173323.870701353
364,1617.2,113.60298156738281,17.88,6.59,1570401.51677876,5173321.570407688
365,1622.2,110.86119079589844,-54.84,-12.78,1570397.0773363342,5173319.270114022
366,1624.7,85.02422332763672,-1024.33,15.99,1570394.8377999999,5173318.1097
367,1628.1,83.69487762451172,-38.93,38.66,1570391.6041,5173319.2061
368,1633.1,102.69345092773438,379.97,-12.26,1570389.4039458968,5173323.696013354
369,1635.5,109.0202865600586,263.1,-83.98,1570388.3458000002,5173325.8554
370,1640.5,100.96029663085938,-161.2,-15.18,1570389.5016514028,5173330.719966531
371,1642.4,105.17749786376953,227.17,-18.57,1570389.9308000002,5173332.5261
372,1647.4,116.7341079711914,231.13,77.22,1570394.604288519,5173334.3033183515
373,1651.9,112.12411499023438,-102.81,69.08,1570398.7954000002,5173335.8971
374,1656.9,79.0804443359375,-660.87,-6.35,1570402.9554860669,5173338.670849073
375,1661.9,117.8143539428711,774.68,20.86,1570407.1155721336,5173341.444598145
376,1666.9,113.20711517333984,-92.14,35.92,1570411.2756582,5173344.218347218
377,1671.9,114.67569732666016,29.37,9.92,1570415.4357442667,5173346.99209629
378,1676.9,108.24714660644531,-128.57,-12.54,1570419.5958303334,5173349.765845363
379,1681.9,85.76142883300781,-449.71,-3.16,1570423.7559164,5173352.539594436
380,1686.9,113.88336944580078,562.44,65.04,1570427.9160024668,5173355.313343508
381,1691.9,114.1037368774414,4.41,-0.58,1570432.0760885333,5173358.087092581
382,1696.9,111.16050720214844,-58.86,-2.34,1570436.2361746,5173360.860841653
383,1701.9,110.36776733398438,-15.85,-20.49,1570440.3962606667,5173363.634590726
384,1706.9,110.38404846191406,0.33,-2.13,1570444.5563467334,5173366.408339799
385,1711.9,114.85370635986328,89.39,26.9,1570448.7164328,5173369.1820888715
386,1716.9,117.49598693847656,52.85,-73.68,1570452.8765188667,5173371.9558379445
387,1721.9,111.9184799194336,-111.55,-63.77,1570457.0366049332,5173374.729587017
388,1726.9,103.40296173095703,-170.31,14.78,1570461.196691,5173377.50333609
389,1731.9,107.0728988647461,73.4,40.08,1570465.3567770666,5173380.277085162
390,1736.9,100.55587005615234,-130.34,17.7,1570469.5168631333,5173383.050834235
391,1741.9,73.3602523803711,-543.91,22.68,1570473.6769492,5173385.824583308
392,1746.9,79.02729797363281,113.34,0.53,1570477.8370352664,5173388.59833238
393,1748.6,93.01030731201172,805.2,-29.43,1570479.2818999998,5173389.5617
394,1753.6,106.13506317138672,262.5,-1.71,1570479.8613561653,5173394.528009551
395,1755.3,101.92473602294922,-245.88,24.99,1570480.0598,5173396.2288
396,1760.3,109.13545989990234,144.21,15.06,1570476.3602063505,5173399.5922813555
397,1761.9,106.13495635986328,-190.85,83.85,1570475.1968999999,5173400.6499
398,1766.9,84.08137512207031,-441.07,49.76,1570470.4004830578,5173399.237673205
399,1771.9,90.81193542480469,134.61,-1.24,1570465.6040661158,5173397.825446411
400,1776.9,109.16837310791016,367.13,-42.34,1570460.8076491738,5173396.413219617
401,1781.9,97.1859130859375,-239.65,-1.23,1570456.0112322317,5173395.000992823
402,1786.9,107.82806396484375,212.84,-17.28,1570451.2148152897,5173393.588766029
403,1791.9,94.74224853515625,-261.72,-50.65,1570446.4183983477,5173392.176539235
404,1796.9,106.951904296875,244.19,38.4,1570441.6219814057,5173390.7643124405
405,1801.9,97.47650909423828,-189.51,22.52,1570436.8255644636,5173389.352085646
406,1806.9,107.79005432128906,206.27,-80.1,1570432.0291475216,5173387.939858852
407,1811.9,106.17330932617188,-32.33,9.1,1570427.2327305796,5173386.527632059
408,1816.9,78.2802505493164,-557.86,-4.78,1570422.4363136375,5173385.115405264
409,1821.9,105.20355987548828,538.47,18.39,1570417.6398966953,5173383.70317847
410,1826.9,103.19998931884766,-40.07,-16.78,1570412.8434797532,5173382.290951676
411,1831.9,65.11082458496094,-761.78,-15.98,1570408.0470628112,5173380.878724881
412,1836.9,102.18843841552734,741.55,-9.15,1570403.2506458692,5173379.466498087
413,1841.7,105.10105895996094,60.2,-15.94,1570398.6091999998,5173378.0999
414,1846.7,104.7577896118164,-6.87,18.44,1570394.159444125,5173375.819620926
415,1851.7,97.6272964477539,-142.61,-9.71,1570389.70968825,5173373.539341852
416,1856.7,88.59161376953125,-180.71,-11.64,1570385.2599323753,5173371.259062779
417,1861.7,102.65953826904297,281.36,27.74,1570380.8101765004,5173368.978783705
418,1866.7,97.30709075927734,-107.05,-58.25,1570376.3604206254,5173366.698504631
419,1871.7,88.32258605957031,-179.69,-79.31,1570371.9106647505,5173364.418225558
420,1876.1,98.37178802490234,228.91,-78.68,1570368.0037000002,5173362.4161
421,1881.1,95.30479431152344,-61.34,-20.28,1570364.2440591853,5173359.119874744
422,1886.1,78.87532806396484,-328.59,-2.72,1570360.4844183703,5173355.8236494865
423,1891.1,68.65564727783203,-204.39,-32.54,1570356.7247775553,5173352.52742423
424,1896.1,60.08555221557617,-171.4,-20.5,1570352.9651367404,5173349.231198973
425,1896.4,60.08555221557617,0.0,-15.79,1570352.7254999997,5173349.0211
426,1901.4,85.0763168334961,499.82,-34.46,1570350.7042009966,5173344.447878997
427,1906.4,85.69984436035156,12.47,-31.94,1570348.6829019936,5173339.874657994
428,1911.4,83.36634826660156,-46.67,10.61,1570346.6616029905,5173335.301436991
429,1912.3,83.57318115234375,25.34,-114.01,1570346.3316000002,5173334.5548
430,1917.3,77.18075561523438,-127.85,-92.1,1570345.7522720327,5173329.588475494
431,1922.3,78.35877990722656,23.56,-99.33,1570345.1729440654,5173324.622150986
432,1927.3,76.67876434326172,-33.6,-145.88,1570344.593616098,5173319.65582648
433,1932.3,83.64962005615234,139.42,-176.23,1570344.0142881304,5173314.689501973
434,1932.4,81.48969268798828,-1575.15,-139.19,1570343.9984,5173314.5533
435,1937.4,84.96695709228516,69.55,-142.92,1570343.9556182895,5173309.553483031
436,1942.4,80.99349975585938,-79.47,-132.54,1570343.9128365794,5173304.553666062
437,1947.4,80.37893676757812,-12.29,-125.59,1570343.870054869,5173299.553849093
438,1952.4,64.31083679199219,-321.36,-136.71,1570343.8272731586,5173294.554032123
439,1957.4,82.34616088867188,360.71,-150.59,1570343.7844914484,5173289.554215154
440,1962.4,81.5615463256836,-15.69,1.22,1570343.741709738,5173284.554398185
441,1967.4,80.88142395019531,-13.6,-9.95,1570343.6989280279,5173279.554581216
442,1972.4,85.88323974609375,100.04,-45.03,1570343.6561463175,5173274.554764247
443,1977.4,78.08199310302734,-156.02,-29.47,1570343.613364607,5173269.5549472775
444,1982.4,77.4238510131836,-13.16,0.09,1570343.570582897,5173264.5551303085
445,1987.4,82.15817260742188,94.69,-34.97,1570343.5278011865,5173259.5553133385
446,1992.4,79.49374389648438,-53.29,-28.51,1570343.4850194762,5173254.5554963695
447,1994.6,69.25765991210938,-465.39,-31.45,1570343.4661999997,5173252.3561
448,1999.6,77.2032699584961,158.91,-20.01,1570344.5247032316,5173247.469427215
449,2004.6,77.39437866210938,3.82,-10.02,1570345.5832064634,5173242.58275443
450,2009.6,76.14329528808594,-25.02,-15.04,1570346.6417096953,5173237.696081645
451,2014.6,78.91585540771484,55.45,-41.19,1570347.700212927,5173232.80940886
452,2019.6,76.61454772949219,-46.03,-24.23,1570348.758716159,5173227.922736075
453,2021.8,81.69035339355469,225.9,19.19,1570349.2344000004,5173225.7267
454,2026.8,79.38485717773438,-46.11,-33.21,1570349.8339023555,5173220.762770415
455,2031.8,75.96559143066406,-68.39,-8.61,1570350.4334047104,5173215.79884083
456,2036.8,66.31794738769531,-192.95,4.84,1570351.0329070655,5173210.834911245
457,2041.8,72.98062133789062,133.25,-7.43,1570351.6324094206,5173205.87098166
458,2046.8,73.59574890136719,12.3,-10.83,1570352.2319117757,5173200.907052075
459,2049.8,61.269710540771484,-417.5,-28.65,1570352.5859000003,5173197.976
460,2054.8,74.98938751220703,274.39,-37.06,1570349.6642075258,5173193.918449867
461,2056.7,77.28153228759766,122.91,-37.21,1570348.5745,5173192.4051
462,2061.7,73.30379486083984,-79.55,-11.67,1570344.2973432527,5173194.994681078
463,2065.2,70.37413024902344,-83.34,-24.09,1570341.2900999999,5173196.8154
464,2070.2,71.86412811279297,29.8,-27.77,1570339.1205010414,5173201.320157525
465,2075.2,64.93649291992188,-138.55,22.03,1570336.9509020832,5173205.82491505
466,2080.2,61.43431091308594,-70.04,-24.84,1570334.7813031247,5173210.329672575
467,2085.2,65.83092498779297,87.93,-43.61,1570332.6117041665,5173214.8344301
468,2090.2,65.666015625,-3.3,-35.88,1570330.442105208,5173219.339187625
469,2095.2,64.25755310058594,-28.17,-40.4,1570328.2725062498,5173223.84394515
470,2100.2,70.76813507080078,130.21,-32.84,1570326.1029072914,5173228.348702676
471,2100.8,69.14553833007812,-241.12,-22.26,1570325.8109,5173228.955
472,2105.8,64.96407318115234,-83.63,-16.96,1570321.679026851,5173231.770603715
473,2110.8,65.2398681640625,5.52,-30.07,1570317.5471537022,5173234.586207431
474,2115.8,58.58840560913086,-133.03,-33.89,1570313.4152805533,5173237.401811146
475,2118.5,61.5666618347168,112.99,-34.84,1570311.2370999996,5173238.8861
